dsp clock from the systime interface: 546045534479
sequence_number, timestamp(us), updated_timestamp(us), acc_x, acc_y, acc_z, ang_x, ang_y, ang_z, temperature_C
258596, 542309574, 547272691, 0.04, -0.49, 1.60, -0.07, -0.38, -0.11, 42.28
258597, 542311558, 547274675, 0.43, -0.82, 1.15, 0.08, -0.49, -0.13, 42.24
258598, 542313572, 547276689, 0.06, -0.31, 1.15, 0.21, -0.23, -0.05, 42.25
258599, 542315586, 547278703, 0.29, 0.42, 1.44, 0.32, 0.22, 0.04, 42.27
258600, 542317570, 547280687, -0.23, 0.72, -0.14, 0.17, 0.46, 0.10, 42.22
258601, 542319585, 547282702, -0.15, 0.63, 0.96, -0.04, 0.26, 0.05, 42.24
258602, 542321568, 547284685, -0.06, -0.03, 1.35, -0.15, -0.08, -0.05, 42.27
258603, 542323583, 547286700, 0.09, -0.75, 1.24, -0.06, -0.38, -0.10, 42.24
258604, 542325567, 547288684, 0.26, -0.71, 1.14, 0.12, -0.31, -0.07, 42.21
258605, 542327581, 547290698, 0.06, -0.14, 1.10, 0.23, -0.06, 0.01, 42.24
258606, 542329565, 547292682, 0.24, 0.72, 1.68, 0.33, 0.27, 0.07, 42.21
258607, 542331579, 547294696, -0.27, 0.69, -0.58, 0.09, 0.34, 0.08, 42.24
258608, 542333563, 547296680, 0.05, 0.60, 1.40, -0.03, 0.09, 0.01, 42.25
258609, 542335578, 547298695, -0.09, -0.25, 0.89, -0.13, -0.19, -0.08, 42.25
258610, 542337561, 547300678, 0.27, -0.84, 1.46, -0.04, -0.28, -0.11, 42.26
258611, 542339576, 547302693, 0.26, -0.67, 1.18, 0.09, -0.20, -0.06, 42.24
258612, 542341560, 547304677, 0.12, -0.02, 1.17, 0.24, -0.01, 0.03, 42.26
258613, 542343574, 547306691, 0.07, 0.73, 1.68, 0.31, 0.20, 0.09, 42.24
258614, 542345558, 547308675, -0.24, 0.73, -0.56, 0.07, 0.32, 0.09, 42.27
258615, 542347572, 547310689, -0.06, 0.67, 1.36, 0.03, 0.09, 0.00, 42.24
258616, 542349587, 547312704, -0.05, -0.28, 0.70, -0.14, -0.21, -0.09, 42.27
258617, 542351632, 547314749, 0.30, -0.82, 1.70, -0.07, -0.29, -0.12, 42.27
258618, 542353585, 547316702, 0.15, -0.72, 0.82, 0.04, -0.20, -0.06, 42.25
258619, 542355569, 547318686, 0.24, -0.05, 1.69, 0.25, 0.04, 0.03, 42.21
258620, 542357583, 547320700, -0.02, 0.76, 1.72, 0.28, 0.22, 0.10, 42.20
258621, 542359567, 547322684, -0.21, 0.67, -0.91, 0.08, 0.32, 0.09, 42.22
258622, 542361581, 547324698, -0.05, 0.63, 1.39, 0.06, 0.02, -0.00, 42.25
258623, 542363565, 547326682, 0.10, -0.33, 0.90, -0.12, -0.30, -0.09, 42.22
258624, 542365580, 547328697, 0.35, -0.77, 1.74, -0.09, -0.30, -0.11, 42.22
258625, 542367563, 547330680, 0.20, -0.64, 0.51, 0.02, -0.12, -0.04, 42.23
258626, 542369578, 547332695, 0.11, 0.02, 1.82, 0.27, 0.16, 0.04, 42.24
258627, 542371562, 547334679, -0.25, 0.80, 1.59, 0.23, 0.29, 0.10, 42.27
258628, 542373576, 547336693, -0.19, 0.66, -0.85, 0.06, 0.37, 0.05, 42.26
258629, 542375560, 547338677, -0.15, 0.43, 1.07, 0.03, -0.09, -0.04, 42.26
258630, 542377574, 547340691, 0.35, -0.42, 1.48, -0.09, -0.45, -0.10, 42.23
258631, 542379558, 547342675, 0.39, -0.78, 1.70, -0.11, -0.38, -0.09, 42.24
258632, 542381572, 547344689, 0.29, -0.61, 0.36, 0.04, -0.01, -0.00, 42.25
258633, 542383587, 547346704, 0.11, 0.26, 1.99, 0.31, 0.30, 0.08, 42.24
258634, 542385571, 547348688, -0.32, 0.78, 0.96, 0.21, 0.34, 0.12, 42.22
258635, 542387585, 547350702, -0.25, 0.78, -0.17, 0.02, 0.34, 0.02, 42.25
258636, 542389569, 547352686, -0.07, 0.25, 0.90, -0.06, -0.21, -0.08, 42.24
258637, 542391583, 547354700, 0.10, -0.70, 1.68, -0.08, -0.36, -0.08, 42.23
258638, 542393567, 547356684, 0.29, -0.41, 0.27, 0.10, 0.15, -0.00, 42.24
258639, 542395582, 547358699, -0.08, 0.41, 1.93, 0.26, 0.39, 0.08, 42.22
258640, 542397565, 547360682, -0.25, 0.67, 0.69, 0.16, 0.29, 0.10, 42.21
258641, 542399580, 547362697, -0.17, 0.71, 0.36, -0.01, 0.16, 0.01, 42.24
258642, 542401564, 547364681, 0.08, -0.08, 0.97, -0.08, -0.35, -0.06, 42.27
258643, 542403578, 547366695, 0.53, -0.64, 1.47, 0.02, -0.45, -0.07, 42.26
258644, 542405562, 547368679, 0.06, -0.54, 1.38, -0.03, -0.22, -0.03, 42.24
258645, 542407576, 547370693, 0.27, -0.17, 0.44, 0.13, 0.34, 0.01, 42.27
258646, 542409560, 547372677, -0.17, 0.69, 2.09, 0.15, 0.40, 0.06, 42.28
258647, 542411574, 547374691, -0.20, 0.51, 0.12, 0.11, 0.18, 0.04, 42.26
258648, 542413558, 547376675, -0.27, 0.52, 0.97, -0.02, -0.06, -0.05, 42.24
258649, 542415573, 547378690, 0.23, -0.42, 0.70, -0.06, -0.38, -0.09, 42.24
258650, 542417587, 547380704, 0.44, -0.65, 1.28, 0.01, -0.36, -0.06, 42.22
258651, 542419571, 547382688, 0.03, -0.60, 1.12, 0.01, -0.16, 0.03, 42.24
258652, 542421585, 547384702, 0.43, 0.23, 1.26, 0.18, 0.35, 0.07, 42.25
258653, 542423569, 547386686, -0.27, 0.77, 1.57, 0.10, 0.34, 0.10, 42.24
258654, 542425583, 547388700, -0.13, 0.66, 0.21, 0.11, 0.20, 0.04, 42.20
258655, 542427567, 547390684, -0.26, 0.34, 0.99, -0.06, -0.07, -0.06, 42.22
258656, 542429582, 547392699, 0.30, -0.60, 0.74, -0.10, -0.33, -0.13, 42.18
258657, 542431566, 547394683, 0.26, -0.69, 1.30, -0.05, -0.36, -0.09, 42.25
258658, 542433580, 547396697, 0.14, -0.59, 1.26, 0.06, -0.18, 0.00, 42.24
258659, 542435564, 547398681, 0.32, 0.28, 1.22, 0.20, 0.31, 0.07, 42.27
258660, 542437578, 547400695, -0.35, 0.90, 1.53, 0.09, 0.35, 0.12, 42.28
258661, 542439562, 547402679, -0.20, 0.71, -0.07, 0.14, 0.29, 0.05, 42.22
258662, 542441576, 547404693, -0.23, 0.34, 1.09, -0.09, -0.10, -0.06, 42.21
258663, 542443560, 547406677, 0.50, -0.57, 0.80, -0.12, -0.40, -0.13, 42.25
258664, 542445575, 547408692, 0.22, -0.78, 1.32, -0.07, -0.45, -0.08, 42.29
258665, 542447558, 547410675, 0.26, -0.66, 1.43, 0.09, -0.14, 0.02, 42.28
258666, 542449573, 547412690, 0.20, 0.36, 0.97, 0.16, 0.40, 0.10, 42.23
258667, 542451587, 547414704, -0.38, 0.84, 1.72, 0.11, 0.43, 0.12, 42.25
258668, 542453571, 547416688, -0.21, 0.83, -0.09, 0.14, 0.34, 0.02, 42.23
258669, 542455585, 547418702, -0.17, 0.29, 1.09, -0.11, -0.18, -0.11, 42.23
258670, 542457569, 547420686, 0.47, -0.61, 0.86, -0.13, -0.54, -0.17, 42.21
258671, 542459584, 547422701, 0.20, -0.87, 1.20, -0.09, -0.52, -0.10, 42.23
258672, 542461568, 547424685, 0.34, -0.63, 1.49, 0.12, -0.05, 0.03, 42.23
258673, 542463582, 547426699, 0.07, 0.37, 0.63, 0.12, 0.46, 0.15, 42.23
258674, 542465566, 547428683, -0.31, 0.82, 1.91, 0.15, 0.44, 0.17, 42.27
258675, 542467580, 547430697, -0.22, 0.74, -0.37, 0.09, 0.32, 0.05, 42.22
258676, 542469564, 547432681, -0.01, 0.27, 1.58, -0.13, -0.23, -0.09, 42.24
258677, 542471578, 547434695, 0.41, -0.51, 0.86, -0.11, -0.57, -0.16, 42.23
258678, 542473562, 547436679, 0.22, -0.85, 1.14, -0.06, -0.45, -0.11, 42.24
258679, 542475577, 547438694, 0.34, -0.53, 1.34, 0.16, 0.02, -0.00, 42.20
258680, 542477560, 547440677, -0.06, 0.33, 0.34, 0.04, 0.39, 0.11, 42.21
258681, 542479575, 547442692, -0.29, 0.74, 2.56, 0.17, 0.37, 0.13, 42.20
258682, 542481559, 547444676, -0.18, 0.62, -0.56, 0.03, 0.33, 0.03, 42.24
258683, 542483573, 547446690, 0.04, 0.27, 1.23, -0.08, -0.19, -0.07, 42.23
258684, 542485587, 547448704, 0.20, -0.42, 1.07, -0.05, -0.59, -0.11, 42.23
258685, 542487571, 547450688, 0.21, -0.72, 1.00, -0.04, -0.41, -0.07, 42.22
258686, 542489586, 547452703, 0.31, -0.41, 1.14, 0.11, 0.09, 0.01, 42.27
258687, 542491570, 547454687, 0.03, 0.26, 0.64, -0.01, 0.37, 0.11, 42.24
258688, 542493584, 547456701, -0.28, 0.59, 2.72, 0.19, 0.27, 0.12, 42.23
258689, 542495568, 547458685, -0.12, 0.54, -0.36, -0.00, 0.27, 0.02, 42.21
258690, 542497582, 547460699, 0.12, 0.20, 1.00, -0.02, -0.16, -0.09, 42.29
258691, 542499566, 547462683, 0.17, -0.33, 0.66, 0.01, -0.56, -0.12, 42.24
258692, 542501580, 547464697, 0.25, -0.54, 1.57, -0.03, -0.37, -0.09, 42.24
258693, 542503564, 547466681, 0.19, -0.27, 0.80, 0.01, 0.11, -0.01, 42.19
258694, 542505579, 547468696, -0.00, 0.19, 0.82, -0.00, 0.36, 0.09, 42.23
258695, 542507562, 547470679, -0.43, 0.39, 2.32, 0.23, 0.25, 0.11, 42.26
258696, 542509577, 547472694, -0.00, 0.47, 0.06, -0.03, 0.22, 0.03, 42.30
258697, 542511561, 547474678, 0.16, 0.11, 1.01, -0.04, -0.22, -0.06, 42.27
258698, 542513575, 547476692, 0.31, -0.27, 0.79, 0.06, -0.59, -0.08, 42.23
258699, 542515559, 547478676, 0.27, -0.37, 1.49, 0.06, -0.31, -0.05, 42.24
258700, 542517573, 547480690, 0.05, -0.21, 0.27, -0.03, 0.21, 0.01, 42.24
258701, 542519588, 547482705, -0.03, 0.19, 1.42, -0.04, 0.42, 0.06, 42.24
258702, 542521572, 547484689, -0.38, 0.23, 1.88, 0.19, 0.21, 0.06, 42.22
258703, 542523586, 547486703, 0.12, 0.41, 0.43, -0.03, 0.08, -0.02, 42.25
258704, 542525570, 547488687, 0.03, 0.07, 0.75, 0.02, -0.35, -0.08, 42.27
258705, 542527584, 547490701, 0.34, -0.14, 0.80, 0.12, -0.57, -0.06, 42.27
258706, 542529568, 547492685, 0.15, -0.26, 1.37, 0.09, -0.22, -0.02, 42.27
258707, 542531582, 547494699, 0.14, -0.00, 0.46, -0.10, 0.32, 0.03, 42.27
258708, 542533566, 547496683, -0.21, 0.06, 1.58, -0.06, 0.43, 0.07, 42.23
258709, 542535581, 547498698, -0.21, 0.05, 1.76, 0.15, 0.11, 0.06, 42.26
258710, 542537564, 547500681, 0.08, 0.13, 0.61, -0.01, -0.10, -0.02, 42.25
258711, 542539579, 547502696, 0.19, 0.06, 0.83, 0.10, -0.41, -0.06, 42.24
258712, 542541563, 547504680, 0.39, -0.00, 0.39, 0.19, -0.42, -0.05, 42.21
258713, 542543577, 547506694, 0.00, -0.05, 1.25, 0.07, -0.08, -0.03, 42.21
258714, 542545591, 547508708, 0.22, 0.23, 0.80, -0.13, 0.32, -0.01, 42.22
258715, 542547575, 547510692, -0.45, -0.00, 1.62, -0.06, 0.31, 0.02, 42.24
258716, 542549559, 547512676, -0.06, -0.13, 1.56, 0.13, 0.05, 0.01, 42.26
258717, 542551573, 547514690, -0.03, -0.07, 0.76, 0.02, -0.17, -0.02, 42.24
258718, 542553557, 547516674, 0.13, -0.09, 0.56, 0.12, -0.41, -0.03, 42.24
258719, 542555572, 547518689, 0.48, 0.19, 0.72, 0.21, -0.34, -0.01, 42.23
258720, 542557586, 547520703, 0.06, -0.01, 1.07, 0.06, -0.04, 0.02, 42.23
258721, 542559570, 547522687, 0.25, 0.41, 1.08, -0.11, 0.27, 0.02, 42.26
258722, 542561584, 547524701, -0.47, -0.05, 1.82, -0.03, 0.26, 0.02, 42.29
258723, 542563568, 547526685, 0.04, -0.22, 1.01, 0.10, 0.11, -0.02, 42.25
258724, 542565583, 547528700, -0.17, -0.21, 0.56, 0.01, -0.20, -0.06, 42.27
258725, 542567566, 547530683, 0.30, -0.05, 0.87, 0.17, -0.49, -0.05, 42.22
258726, 542569581, 547532698, 0.42, 0.17, 0.71, 0.20, -0.36, -0.01, 42.19
258727, 542571565, 547534682, 0.07, 0.16, 1.21, 0.08, 0.03, 0.02, 42.20
258728, 542573579, 547536696, 0.17, 0.46, 0.84, -0.06, 0.36, 0.03, 42.25
258729, 542575563, 547538680, -0.47, -0.03, 2.20, -0.01, 0.30, 0.03, 42.29
258730, 542577577, 547540694, 0.07, -0.24, 0.84, 0.05, 0.11, -0.03, 42.27
258731, 542579561, 547542678, -0.12, -0.29, 0.40, 0.04, -0.31, -0.06, 42.26
258732, 542581575, 547544692, 0.34, -0.16, 0.77, 0.25, -0.59, -0.03, 42.25
258733, 542583559, 547546676, 0.36, 0.23, 0.82, 0.19, -0.33, 0.02, 42.23
258734, 542585574, 547548691, 0.07, 0.52, 0.99, -0.05, 0.46, 0.03, 42.27
258735, 542587558, 547550675, -0.40, -0.06, 2.56, 0.04, 0.23, 0.00, 42.25
258736, 542589572, 547552689, -0.04, -0.36, 0.54, 0.03, -0.00, -0.07, 42.21
258737, 542591586, 547554703, -0.07, -0.46, 0.10, 0.05, -0.40, -0.07, 42.25
258738, 542593570, 547556687, 0.40, -0.15, 0.92, 0.32, -0.59, -0.01, 42.26
258739, 542595585, 547558702, 0.29, 0.30, 0.80, 0.20, -0.21, 0.06, 42.24
258740, 542597568, 547560685, 0.21, 0.45, 1.15, 0.08, 0.34, 0.06, 42.23
258741, 542599583, 547562700, -0.04, 0.47, 0.78, -0.06, 0.45, 0.03, 42.25
258742, 542601567, 547564684, -0.29, -0.12, 3.05, 0.07, 0.10, -0.01, 42.28
258743, 542603581, 547566698, -0.10, -0.35, 0.65, -0.02, -0.09, -0.08, 42.19
258744, 542605565, 547568682, 0.05, -0.61, -0.26, 0.07, -0.35, -0.07, 42.22
258745, 542607579, 547570696, 0.39, -0.14, 0.82, 0.39, -0.52, 0.01, 42.25
258746, 542609563, 547572680, 0.21, 0.38, 0.79, 0.24, -0.17, 0.06, 42.21
258747, 542611577, 547574694, 0.20, 0.68, 1.41, 0.09, 0.40, 0.05, 42.26
258748, 542613561, 547576678, -0.02, 0.46, 0.79, -0.13, 0.45, 0.02, 42.25
258749, 542615576, 547578693, -0.15, -0.23, 3.06, 0.09, 0.08, -0.02, 42.23
258750, 542617560, 547580677, -0.21, -0.37, 0.76, -0.02, -0.13, -0.08, 42.29
258751, 542619574, 547582691, -0.01, -0.71, -0.83, 0.14, -0.30, -0.07, 42.27
258752, 542621558, 547584675, 0.24, 0.06, 1.00, 0.39, -0.48, 0.02, 42.22
258753, 542623572, 547586689, 0.37, 0.28, 0.67, 0.24, -0.18, 0.07, 42.25
258754, 542625587, 547588704, 0.28, 0.77, 2.00, 0.05, 0.30, 0.07, 42.24
258755, 542627570, 547590687, 0.04, 0.31, 1.03, -0.15, 0.45, 0.05, 42.23
258756, 542629585, 547592702, -0.16, -0.18, 2.90, 0.17, 0.23, -0.01, 42.25
258757, 542631569, 547594686, -0.33, -0.38, 0.00, 0.03, -0.04, -0.08, 42.26
258758, 542633583, 547596700, 0.06, -0.56, -0.76, 0.16, -0.27, -0.09, 42.30
258759, 542635567, 547598684, 0.24, 0.16, 1.19, 0.29, -0.56, -0.02, 42.24
258760, 542637581, 547600698, 0.45, 0.14, 0.68, 0.23, -0.22, 0.03, 42.21
258761, 542639565, 547602682, 0.26, 0.59, 2.27, 0.07, 0.28, 0.07, 42.26
258762, 542641579, 547604696, 0.07, 0.14, 0.96, -0.10, 0.56, 0.07, 42.24
258763, 542643563, 547606680, -0.34, -0.14, 2.51, 0.15, 0.38, 0.03, 42.23
258764, 542645578, 547608695, -0.33, -0.27, 0.31, 0.06, -0.04, -0.05, 42.24
258765, 542647562, 547610679, 0.19, -0.31, -0.58, 0.19, -0.34, -0.09, 42.27
258766, 542649576, 547612693, 0.25, 0.18, 0.88, 0.29, -0.62, -0.03, 42.25
258767, 542651560, 547614677, 0.50, 0.20, 0.63, 0.25, -0.18, 0.01, 42.24
258768, 542653574, 547616691, 0.25, 0.50, 2.44, 0.01, 0.33, 0.06, 42.23
258769, 542655558, 547618675, 0.02, 0.11, 1.45, -0.13, 0.68, 0.06, 42.23
258770, 542657572, 547620689, -0.49, -0.33, 1.69, 0.12, 0.46, 0.01, 42.26
258771, 542659587, 547622704, -0.33, -0.33, 0.58, 0.11, -0.11, -0.06, 42.27
258772, 542661571, 547624688, 0.15, -0.18, -0.40, 0.21, -0.44, -0.08, 42.27
258773, 542663585, 547626702, 0.32, 0.17, 0.62, 0.31, -0.61, -0.02, 42.24
258774, 542665569, 547628686, 0.63, 0.37, 0.67, 0.26, -0.09, 0.03, 42.22
258775, 542667583, 547630700, 0.34, 0.54, 2.89, 0.00, 0.36, 0.08, 42.27
258776, 542669567, 547632684, -0.02, 0.07, 1.31, -0.14, 0.73, 0.07, 42.27
258777, 542671581, 547634698, -0.55, -0.49, 1.30, 0.04, 0.56, 0.01, 42.23
258778, 542673565, 547636682, -0.30, -0.39, 0.53, 0.17, -0.09, -0.07, 42.22
258779, 542675580, 547638697, 0.13, -0.09, -0.16, 0.23, -0.49, -0.09, 42.21
258780, 542677563, 547640680, 0.33, 0.14, 0.33, 0.30, -0.62, -0.05, 42.26
258781, 542679608, 547642725, 0.75, 0.48, 0.91, 0.25, -0.11, 0.01, 42.26
258782, 542681562, 547644679, 0.29, 0.46, 3.03, 0.01, 0.33, 0.09, 42.21
258783, 542683576, 547646693, -0.14, 0.07, 1.42, -0.12, 0.78, 0.10, 42.26
258784, 542685560, 547648677, -0.62, -0.57, 1.05, 0.00, 0.71, 0.03, 42.27
258785, 542687574, 547650691, -0.30, -0.26, 0.30, 0.18, -0.03, -0.06, 42.22
258786, 542689558, 547652675, 0.01, -0.07, -0.15, 0.26, -0.59, -0.09, 42.24
258787, 542691573, 547654690, 0.41, 0.24, 0.67, 0.30, -0.69, -0.06, 42.20
258788, 542693587, 547656704, 0.81, 0.41, 0.89, 0.19, -0.08, -0.01, 42.23
258789, 542695571, 547658688, 0.27, 0.44, 2.79, 0.01, 0.39, 0.07, 42.25
258790, 542697585, 547660702, -0.19, -0.06, 1.59, -0.10, 0.80, 0.09, 42.25
258791, 542699569, 547662686, -0.60, -0.50, 1.25, -0.03, 0.69, 0.02, 42.28
258792, 542701583, 547664700, -0.37, -0.41, -0.29, 0.14, -0.05, -0.06, 42.29
258793, 542703567, 547666684, -0.04, 0.01, 0.14, 0.33, -0.66, -0.08, 42.30
258794, 542705582, 547668699, 0.46, 0.45, 1.03, 0.37, -0.71, -0.05, 42.32
258795, 542707565, 547670682, 0.80, 0.47, 0.64, 0.14, 0.01, 0.00, 42.24
258796, 542709580, 547672697, 0.20, 0.45, 2.64, -0.05, 0.50, 0.06, 42.24
258797, 542711564, 547674681, -0.15, -0.07, 1.72, -0.09, 0.77, 0.06, 42.26
258798, 542713578, 547676695, -0.64, -0.65, 1.05, -0.03, 0.55, -0.00, 42.25
258799, 542715562, 547678679, -0.26, -0.53, 0.01, 0.12, -0.15, -0.07, 42.21
258800, 542717576, 547680693, 0.03, -0.08, 0.03, 0.34, -0.68, -0.06, 42.22
258801, 542719560, 547682677, 0.47, 0.50, 0.97, 0.38, -0.64, -0.01, 42.24
258802, 542721575, 547684692, 0.69, 0.64, 0.98, 0.16, 0.11, 0.04, 42.24
258803, 542723558, 547686675, 0.08, 0.59, 2.47, -0.05, 0.59, 0.06, 42.24
258804, 542725573, 547688690, -0.24, -0.04, 1.34, -0.07, 0.71, 0.03, 42.23
258805, 542727587, 547690704, -0.57, -0.66, 1.21, -0.06, 0.29, -0.05, 42.24
258806, 542729571, 547692688, -0.14, -0.68, 0.11, 0.07, -0.33, -0.09, 42.24
258807, 542731585, 547694702, 0.22, -0.11, 0.28, 0.33, -0.67, -0.04, 42.27
258808, 542733569, 547696686, 0.49, 0.30, 0.35, 0.37, -0.47, 0.04, 42.26
258809, 542735584, 547698701, 0.58, 0.82, 1.90, 0.14, 0.26, 0.10, 42.23
258810, 542737567, 547700684, -0.06, 0.60, 2.11, -0.07, 0.68, 0.09, 42.24
258811, 542739582, 547702699, -0.34, -0.14, 0.74, -0.03, 0.67, 0.01, 42.23
258812, 542741566, 547704683, -0.54, -0.54, 1.49, -0.02, 0.02, -0.09, 42.23
258813, 542743580, 547706697, 0.03, -0.61, -0.05, 0.09, -0.56, -0.14, 42.28
258814, 542745564, 547708681, 0.22, -0.25, 0.23, 0.33, -0.72, -0.07, 42.28
258815, 542747578, 547710695, 0.57, 0.39, 0.64, 0.33, -0.33, 0.04, 42.26
258816, 542749562, 547712679, 0.45, 0.76, 2.30, 0.13, 0.36, 0.13, 42.29
258817, 542751577, 547714694, -0.20, 0.53, 1.94, -0.10, 0.76, 0.11, 42.26
258818, 542753560, 547716677, -0.49, -0.33, 0.28, -0.04, 0.62, 0.02, 42.23
258819, 542755575, 547718692, -0.43, -0.46, 1.64, 0.03, -0.20, -0.08, 42.21
258820, 542757559, 547720676, 0.12, -0.51, -0.38, 0.14, -0.73, -0.12, 42.24
258821, 542759573, 547722690, 0.22, -0.11, 0.36, 0.34, -0.71, -0.06, 42.29
258822, 542761587, 547724704, 0.72, 0.58, 1.23, 0.31, -0.17, 0.04, 42.28
258823, 542763571, 547726688, 0.33, 0.62, 1.91, 0.08, 0.44, 0.11, 42.30
258824, 542765586, 547728703, -0.35, 0.40, 2.18, -0.14, 0.72, 0.08, 42.29
258825, 542767569, 547730686, -0.34, -0.48, 0.30, -0.07, 0.52, -0.01, 42.28
258826, 542769584, 547732701, -0.36, -0.53, 1.29, 0.09, -0.37, -0.07, 42.29
258827, 542771568, 547734685, 0.09, -0.40, -0.24, 0.25, -0.83, -0.09, 42.27
258828, 542773582, 547736699, 0.31, 0.22, 0.61, 0.36, -0.62, -0.02, 42.24
258829, 542775566, 547738683, 0.10, 0.54, 1.79, 0.01, 0.48, 0.09, 42.27
258830, 542777580, 547740697, -0.38, 0.27, 2.88, -0.14, 0.63, 0.05, 42.24
258831, 542779564, 547742681, -0.42, -0.83, -0.24, -0.11, 0.42, -0.05, 42.22
258832, 542781578, 547744695, -0.27, -0.60, 0.87, 0.13, -0.47, -0.09, 42.23
258833, 542783562, 547746679, 0.19, -0.39, 0.04, 0.33, -0.95, -0.06, 42.21
258834, 542785577, 547748694, 0.54, 0.48, 0.94, 0.35, -0.64, 0.03, 42.22
258835, 542787561, 547750678, 0.79, 0.91, 1.01, 0.18, 0.12, 0.10, 42.27
258836, 542789575, 547752692, -0.00, 0.59, 1.72, 0.01, 0.61, 0.11, 42.24
258837, 542791559, 547754676, -0.47, 0.16, 2.75, -0.12, 0.64, 0.04, 42.21
258838, 542793573, 547756690, -0.53, -0.95, -0.29, -0.17, 0.29, -0.09, 42.27
258839, 542795588, 547758705, -0.29, -0.73, 0.77, 0.12, -0.63, -0.13, 42.20
258840, 542797571, 547760688, 0.32, -0.42, -0.02, 0.41, -1.04, -0.08, 42.21
258841, 542799586, 547762703, 0.61, 0.54, 1.20, 0.39, -0.63, 0.03, 42.24
258842, 542801570, 547764687, 0.68, 1.02, 1.30, 0.17, 0.20, 0.12, 42.23
258843, 542803584, 547766701, -0.00, 0.75, 1.74, -0.04, 0.74, 0.12, 42.21
258844, 542805568, 547768685, -0.45, 0.04, 2.03, -0.11, 0.64, 0.03, 42.27
258845, 542807582, 547770699, -0.59, -0.91, 0.00, -0.17, 0.13, -0.10, 42.25
258846, 542809566, 547772683, -0.21, -0.83, 0.62, 0.12, -0.79, -0.14, 42.25
258847, 542811580, 547774697, 0.41, -0.50, -0.11, 0.40, -1.10, -0.07, 42.23
258848, 542813564, 547776681, 0.69, 0.52, 1.53, 0.38, -0.57, 0.06, 42.27
258849, 542815579, 547778696, 0.63, 1.09, 1.42, 0.20, 0.33, 0.15, 42.26
258850, 542817563, 547780680, -0.21, 0.79, 1.86, -0.04, 0.86, 0.13, 42.26
258851, 542819577, 547782694, -0.49, 0.06, 1.44, -0.11, 0.64, 0.01, 42.24
258852, 542821561, 547784678, -0.65, -0.76, 0.45, -0.17, -0.11, -0.13, 42.23
258853, 542823575, 547786692, -0.07, -0.93, 0.52, 0.11, -0.96, -0.18, 42.24
258854, 542825559, 547788676, 0.59, -0.41, -0.03, 0.43, -1.10, -0.08, 42.21
258855, 542827573, 547790690, 0.61, 0.46, 1.38, 0.36, -0.49, 0.08, 42.21
258856, 542829588, 547792705, 0.64, 1.02, 1.60, 0.17, 0.43, 0.18, 42.24
258857, 542831572, 547794689, -0.35, 0.77, 2.36, -0.10, 0.95, 0.15, 42.27
258858, 542833586, 547796703, -0.54, -0.17, 0.19, -0.14, 0.69, 0.01, 42.25
258859, 542835570, 547798687, -0.58, -0.53, 1.23, -0.09, -0.28, -0.13, 42.24
258860, 542837584, 547800701, 0.02, -0.88, 0.33, 0.19, -1.11, -0.18, 42.26
258861, 542839568, 547802685, 0.66, -0.27, 0.16, 0.41, -1.02, -0.09, 42.26
258862, 542841582, 547804699, 0.62, 0.62, 1.09, 0.31, -0.36, 0.06, 42.22
258863, 542843566, 547806683, 0.58, 0.79, 1.55, 0.16, 0.47, 0.16, 42.19
258864, 542845581, 547808698, -0.55, 0.60, 3.36, -0.12, 0.86, 0.14, 42.23
258865, 542847565, 547810682, -0.46, -0.42, -0.94, -0.20, 0.66, 0.02, 42.25
258866, 542849579, 547812696, -0.50, -0.64, 1.23, -0.00, -0.36, -0.09, 42.27
258867, 542851563, 547814680, 0.06, -0.61, 0.47, 0.29, -1.17, -0.14, 42.29
258868, 542853577, 547816694, 0.69, 0.03, 0.33, 0.38, -0.95, -0.07, 42.24
258869, 542855561, 547818678, 0.72, 0.89, 1.38, 0.28, -0.29, 0.06, 42.25
258870, 542857575, 547820692, 0.41, 0.64, 1.36, 0.13, 0.50, 0.12, 42.25
258871, 542859559, 547822676, -0.62, 0.35, 3.12, -0.15, 0.81, 0.09, 42.26
258872, 542861574, 547824691, -0.51, -0.71, -0.70, -0.29, 0.61, -0.02, 42.21
258873, 542863557, 547826674, -0.56, -0.68, 1.32, 0.04, -0.46, -0.11, 42.26
258874, 542865572, 547828689, 0.21, -0.53, 0.33, 0.40, -1.24, -0.12, 42.24
258875, 542867586, 547830703, 0.65, 0.33, 0.62, 0.42, -0.91, -0.04, 42.28
258876, 542869570, 547832687, 0.75, 1.03, 1.08, 0.27, -0.18, 0.07, 42.24
258877, 542871584, 547834701, 0.24, 0.67, 1.20, 0.05, 0.58, 0.11, 42.24
258878, 542873599, 547836716, -0.58, 0.25, 3.42, -0.19, 0.71, 0.07, 42.22
258879, 542875583, 547838700, -0.36, -0.85, -0.69, -0.28, 0.45, -0.05, 42.29
258880, 542877567, 547840684, -0.58, -0.85, 0.85, 0.09, -0.61, -0.11, 42.22
258881, 542879581, 547842698, 0.34, -0.47, 0.46, 0.45, -1.23, -0.09, 42.24
258882, 542881565, 547844682, 0.52, 0.55, 1.11, 0.40, -0.79, -0.00, 42.25
258883, 542883579, 547846696, 0.77, 0.97, 0.91, 0.23, 0.01, 0.07, 42.26
258884, 542885563, 547848680, 0.05, 0.64, 1.37, 0.01, 0.63, 0.09, 42.28
258885, 542887577, 547850694, -0.44, 0.13, 2.81, -0.16, 0.55, 0.04, 42.25
