dsp clock from the systime interface: 546045534479
sequence_number, timestamp(us), updated_timestamp(us), acc_x, acc_y, acc_z, ang_x, ang_y, ang_z, temperature_C
259837, 544791558, 549754675, 0.27, 1.25, 0.20, 0.37, 0.38, 0.14, 42.29
259838, 544793573, 549756690, -0.25, 1.33, 2.02, 0.12, 0.44, 0.09, 42.27
259839, 544795587, 549758704, 0.17, 0.05, -0.11, -0.11, 0.32, -0.04, 42.29
259840, 544797571, 549760688, -0.18, -0.97, 1.81, -0.22, -0.15, -0.12, 42.26
259841, 544799585, 549762702, 0.35, -1.20, 1.51, -0.08, -0.37, -0.09, 42.31
259842, 544801569, 549764686, 0.07, -0.64, 0.64, 0.20, -0.08, 0.01, 42.31
259843, 544803584, 549766701, 0.15, 0.42, 0.77, 0.43, 0.19, 0.10, 42.30
259844, 544805568, 549768685, 0.14, 1.36, 0.54, 0.39, 0.43, 0.12, 42.30
259845, 544807582, 549770699, -0.28, 1.16, 1.89, 0.10, 0.39, 0.03, 42.29
259846, 544809566, 549772683, 0.07, -0.07, 0.02, -0.19, 0.23, -0.10, 42.28
259847, 544811580, 549774697, -0.19, -1.01, 1.74, -0.19, -0.24, -0.14, 42.31
259848, 544813564, 549776681, 0.24, -1.19, 1.31, 0.01, -0.41, -0.07, 42.28
259849, 544815578, 549778695, -0.05, -0.44, 0.60, 0.23, -0.02, 0.05, 42.29
259850, 544817562, 549780679, 0.23, 0.68, 1.21, 0.43, 0.29, 0.13, 42.28
259851, 544819577, 549782694, 0.12, 1.34, 0.03, 0.32, 0.45, 0.13, 42.30
259852, 544821560, 549784677, -0.08, 0.94, 2.33, 0.09, 0.26, 0.03, 42.28
259853, 544823575, 549786692, 0.11, -0.31, -0.03, -0.23, 0.07, -0.10, 42.31
259854, 544825559, 549788676, -0.05, -1.12, 1.70, -0.15, -0.29, -0.12, 42.28
259855, 544827573, 549790690, 0.17, -1.08, 0.92, 0.08, -0.34, -0.04, 42.23
259856, 544829587, 549792704, -0.07, -0.25, 0.69, 0.30, 0.08, 0.06, 42.32
259857, 544831571, 549794688, 0.16, 0.98, 1.43, 0.43, 0.36, 0.11, 42.30
259858, 544833586, 549796703, -0.00, 1.24, -0.17, 0.21, 0.44, 0.07, 42.32
259859, 544835570, 549798687, -0.01, 0.82, 2.63, 0.07, 0.10, -0.03, 42.28
259860, 544837584, 549800701, -0.00, -0.51, 0.08, -0.22, -0.10, -0.13, 42.29
259861, 544839568, 549802685, 0.04, -1.20, 1.50, -0.09, -0.28, -0.12, 42.30
259862, 544841613, 549804730, 0.12, -1.03, 0.58, 0.10, -0.25, 0.00, 42.33
259863, 544843566, 549806683, 0.08, -0.12, 0.97, 0.33, 0.10, 0.11, 42.34
259864, 544845580, 549808697, 0.19, 1.12, 1.48, 0.41, 0.28, 0.16, 42.33
259865, 544847564, 549810681, -0.05, 1.27, 0.00, 0.18, 0.43, 0.09, 42.33
259866, 544849579, 549812696, -0.05, 0.64, 2.18, 0.08, 0.14, -0.05, 42.30
259867, 544851562, 549814679, -0.09, -0.60, 0.26, -0.23, -0.11, -0.16, 42.29
259868, 544853577, 549816694, 0.08, -0.95, 0.62, 0.09, -0.33, -0.04, 42.27
259869, 544855561, 549818678, 0.03, -0.19, 0.88, 0.40, 0.01, 0.09, 42.33
259870, 544857575, 549820692, 0.21, 1.26, 1.64, 0.43, 0.20, 0.17, 42.27
259871, 544859559, 549822676, -0.01, 1.30, 0.37, 0.18, 0.42, 0.12, 42.30
259872, 544861573, 549824690, -0.03, 0.64, 1.50, 0.05, 0.19, -0.01, 42.34
259873, 544863588, 549826705, -0.06, -0.54, 0.42, -0.21, -0.14, -0.12, 42.34
259874, 544865572, 549828689, 0.09, -1.20, 1.80, -0.12, -0.37, -0.13, 42.32
259875, 544867586, 549830703, 0.08, -0.99, 0.28, 0.07, -0.29, -0.03, 42.33
259876, 544869570, 549832687, 0.02, -0.08, 1.26, 0.40, 0.02, 0.07, 42.29
259877, 544871584, 549834701, 0.12, 1.13, 1.34, 0.42, 0.18, 0.13, 42.33
259878, 544873568, 549836685, -0.07, 1.32, 0.94, 0.20, 0.36, 0.07, 42.32
259879, 544875582, 549838699, -0.06, 0.49, 0.73, 0.02, 0.10, -0.06, 42.32
259880, 544877566, 549840683, -0.00, -0.57, 0.50, -0.15, -0.29, -0.13, 42.30
259881, 544879581, 549842698, 0.17, -1.00, 2.30, -0.09, -0.47, -0.10, 42.26
259882, 544881564, 549844681, 0.02, -0.98, -0.37, 0.06, -0.22, 0.01, 42.30
259883, 544883579, 549846696, 0.18, 0.15, 1.81, 0.39, 0.08, 0.12, 42.32
259884, 544885563, 549848680, 0.15, 0.99, 0.84, 0.38, 0.17, 0.17, 42.32
259885, 544887577, 549850694, -0.06, 1.12, 1.59, 0.18, 0.29, 0.09, 42.35
259886, 544889561, 549852678, -0.17, 0.31, 0.45, -0.07, 0.10, -0.05, 42.31
259887, 544891606, 549854723, -0.03, -0.59, 0.81, -0.10, -0.27, -0.14, 42.27
259888, 544893559, 549856676, -0.05, -0.94, 1.84, 0.00, -0.54, -0.13, 42.31
259889, 544895573, 549858690, 0.13, -0.68, -0.25, 0.09, -0.25, -0.05, 42.33
259890, 544897557, 549860674, 0.23, 0.26, 1.80, 0.34, -0.01, 0.07, 42.28
259891, 544899572, 549862689, 0.22, 0.97, 0.57, 0.33, 0.09, 0.13, 42.27
259892, 544901586, 549864703, 0.02, 0.91, 2.08, 0.19, 0.19, 0.09, 42.29
259893, 544903570, 549866687, -0.10, 0.05, 0.24, -0.14, 0.09, 0.00, 42.27
259894, 544905584, 549868701, 0.04, -0.64, 0.80, -0.12, -0.16, -0.06, 42.30
259895, 544907568, 549870685, -0.18, -0.89, 1.38, 0.03, -0.45, -0.05, 42.33
259896, 544909583, 549872700, 0.13, -0.44, 0.32, 0.16, -0.22, -0.01, 42.32
259897, 544911566, 549874683, 0.15, 0.42, 1.61, 0.34, -0.10, 0.04, 42.33
259898, 544913581, 549876698, 0.20, 0.96, 0.39, 0.29, 0.02, 0.05, 42.30
259899, 544915565, 549878682, 0.00, 0.74, 2.13, 0.17, 0.05, -0.00, 42.30
259900, 544917579, 549880696, -0.03, -0.04, 0.23, -0.15, -0.01, -0.06, 42.30
259901, 544919563, 549882680, 0.05, -0.73, 1.20, -0.11, -0.16, -0.06, 42.30
259902, 544921577, 549884694, -0.11, -0.82, 1.01, 0.02, -0.39, -0.01, 42.30
259903, 544923561, 549886678, 0.15, -0.18, 0.64, 0.20, -0.18, 0.05, 42.34
259904, 544925575, 549888692, 0.04, 0.59, 1.53, 0.30, -0.07, 0.10, 42.31
259905, 544927681, 549890798, 0.10, 0.87, 0.30, 0.22, 0.09, 0.08, 42.32
259906, 544929574, 549892691, -0.01, 0.60, 2.10, 0.11, -0.00, -0.01, 42.29
259907, 544931558, 549894675, 0.07, -0.26, 0.03, -0.14, -0.15, -0.07, 42.28
259908, 544933572, 549896689, 0.06, -0.79, 1.45, -0.09, -0.27, -0.07, 42.34
259909, 544935586, 549898703, 0.03, -0.64, 1.02, 0.05, -0.34, -0.02, 42.34
259910, 544937570, 549900687, 0.10, -0.02, 0.63, 0.26, -0.08, 0.03, 42.31
259911, 544939585, 549902702, 0.02, 0.88, 1.94, 0.28, -0.04, 0.08, 42.33
259912, 544941568, 549904685, 0.15, 0.82, 0.13, 0.17, 0.10, 0.03, 42.36
259913, 544943583, 549906700, -0.10, 0.34, 1.73, 0.06, -0.12, -0.03, 42.33
259914, 544945567, 549908684, 0.13, -0.49, 0.19, -0.13, -0.24, -0.06, 42.29
259915, 544947581, 549910698, 0.05, -0.63, 1.74, -0.10, -0.27, -0.02, 42.30
259916, 544949565, 549912682, 0.04, -0.69, 0.32, 0.06, -0.20, 0.04, 42.33
259917, 544951579, 549914696, 0.09, 0.20, 1.42, 0.28, 0.00, 0.07, 42.30
259918, 544953563, 549916680, 0.04, 0.90, 1.61, 0.26, -0.05, 0.07, 42.27
259919, 544955577, 549918694, 0.18, 0.69, 0.29, 0.13, 0.04, -0.02, 42.30
259920, 544957561, 549920678, -0.05, -0.00, 1.29, 0.02, -0.21, -0.07, 42.32
259921, 544959576, 549922693, 0.28, -0.45, 0.52, -0.10, -0.27, -0.07, 42.33
259922, 544961560, 549924677, -0.10, -0.55, 1.57, -0.07, -0.22, -0.01, 42.31
259923, 544963574, 549926691, 0.06, -0.40, 0.32, 0.10, -0.01, 0.03, 42.28
259924, 544965558, 549928675, 0.03, 0.34, 1.39, 0.23, 0.07, 0.07, 42.36
259925, 544967572, 549930689, 0.08, 0.76, 1.79, 0.20, -0.11, 0.05, 42.31
259926, 544969587, 549932704, 0.05, 0.50, 0.56, 0.08, -0.03, -0.03, 42.30
259927, 544971570, 549934687, -0.02, -0.20, 0.88, -0.01, -0.20, -0.06, 42.29
259928, 544973585, 549936702, 0.25, -0.47, 0.64, -0.03, -0.22, -0.03, 42.31
259929, 544975569, 549938686, -0.11, -0.44, 1.38, -0.02, -0.25, 0.03, 42.32
259930, 544977583, 549940700, 0.18, -0.17, 0.36, 0.11, -0.00, 0.05, 42.30
259931, 544979567, 549942684, 0.21, 0.51, 1.65, 0.16, 0.05, 0.06, 42.33
259932, 544981581, 549944698, 0.18, 0.56, 1.62, 0.19, -0.10, 0.02, 42.33
259933, 544983565, 549946682, -0.08, 0.44, 0.79, 0.05, 0.04, -0.06, 42.30
259934, 544985579, 549948696, -0.07, -0.30, 0.59, -0.02, -0.04, -0.08, 42.32
259935, 544987563, 549950680, 0.06, -0.39, 0.34, -0.04, -0.18, -0.05, 42.33
259936, 544989578, 549952695, -0.06, -0.55, 1.25, 0.04, -0.35, 0.01, 42.32
259937, 544991562, 549954679, 0.33, 0.12, 1.38, 0.14, -0.10, 0.05, 42.31
259938, 544993576, 549956693, 0.23, 0.36, 1.04, 0.08, 0.06, 0.07, 42.31
259939, 544995560, 549958677, 0.13, 0.52, 1.81, 0.20, 0.05, 0.04, 42.32
259940, 544997574, 549960691, -0.15, 0.39, 0.91, 0.04, 0.14, -0.03, 42.27
259941, 544999558, 549962675, -0.14, -0.34, 0.20, -0.03, 0.04, -0.07, 42.29
259942, 545001572, 549964689, 0.05, -0.26, 0.27, -0.04, -0.27, -0.05, 42.35
259943, 545003587, 549966704, 0.14, -0.49, 1.57, 0.11, -0.47, 0.00, 42.35
259944, 545005571, 549968688, 0.34, 0.12, 1.43, 0.09, -0.14, 0.04, 42.33
259945, 545007585, 549970702, 0.32, 0.29, 1.00, 0.02, 0.21, 0.07, 42.30
259946, 545009569, 549972686, -0.07, 0.47, 1.80, 0.20, 0.23, 0.04, 42.29
259947, 545011583, 549974700, -0.18, 0.28, 1.01, 0.04, 0.19, -0.03, 42.31
259948, 545013567, 549976684, -0.15, -0.22, 0.11, -0.01, 0.00, -0.07, 42.33
259949, 545015581, 549978698, 0.09, -0.23, 0.20, -0.01, -0.38, -0.05, 42.32
259950, 545017565, 549980682, 0.19, -0.43, 1.46, 0.15, -0.48, -0.00, 42.31
259951, 545019580, 549982697, 0.33, 0.14, 1.38, 0.03, -0.07, 0.05, 42.29
259952, 545021563, 549984680, 0.35, 0.19, 1.19, -0.01, 0.36, 0.06, 42.33
259953, 545023578, 549986695, -0.24, 0.39, 1.97, 0.15, 0.35, 0.03, 42.32
259954, 545025562, 549988679, -0.09, 0.21, 0.89, 0.06, 0.20, -0.03, 42.30
259955, 545027576, 549990693, -0.19, -0.08, -0.03, 0.01, -0.10, -0.07, 42.35
259956, 545029560, 549992677, 0.26, -0.16, 0.31, 0.06, -0.48, -0.06, 42.32
259957, 545031574, 549994691, 0.30, -0.33, 1.22, 0.19, -0.47, -0.00, 42.33
259958, 545033558, 549996675, 0.35, 0.17, 1.61, -0.02, 0.01, 0.05, 42.30
259959, 545035573, 549998690, 0.24, 0.08, 1.35, -0.05, 0.52, 0.07, 42.32
259960, 545037587, 550000704, -0.38, 0.19, 1.77, 0.09, 0.50, 0.04, 42.31
259961, 545039571, 550002688, -0.30, 0.11, -0.06, 0.04, -0.21, -0.07, 42.36
259962, 545041585, 550004702, 0.36, -0.00, 0.47, 0.18, -0.59, -0.08, 42.33
259963, 545043569, 550006686, 0.41, -0.14, 0.98, 0.18, -0.48, -0.03, 42.34
259964, 545045583, 550008700, 0.53, 0.15, 1.96, -0.08, 0.04, 0.03, 42.32
259965, 545047567, 550010684, 0.09, -0.09, 1.29, -0.10, 0.58, 0.08, 42.31
259966, 545049582, 550012699, -0.40, 0.05, 2.32, 0.05, 0.64, 0.07, 42.28
259967, 545051565, 550014682, -0.34, -0.02, 0.00, 0.11, 0.33, 0.01, 42.35
259968, 545053580, 550016697, -0.29, 0.09, -0.14, 0.10, -0.27, -0.05, 42.36
259969, 545055564, 550018681, 0.47, 0.20, 1.01, 0.24, -0.67, -0.08, 42.33
259970, 545057578, 550020695, 0.45, -0.00, 0.82, 0.12, -0.45, -0.04, 42.34
259971, 545059562, 550022679, 0.57, 0.05, 1.91, -0.08, 0.12, -0.00, 42.32
259972, 545061576, 550024693, -0.01, -0.16, 1.15, -0.09, 0.63, 0.04, 42.26
259973, 545063560, 550026677, -0.39, -0.02, 2.40, 0.05, 0.66, 0.04, 42.27
259974, 545065575, 550028692, -0.36, -0.01, -0.46, 0.08, 0.33, 0.00, 42.32
259975, 545067558, 550030675, -0.16, 0.10, 0.45, 0.18, -0.33, -0.04, 42.34
259976, 545069573, 550032690, 0.43, 0.26, 1.06, 0.26, -0.70, -0.04, 42.32
259977, 545071587, 550034704, 0.43, -0.00, 0.87, 0.07, -0.31, -0.03, 42.26
259978, 545073571, 550036688, 0.48, 0.06, 1.74, -0.09, 0.23, 0.00, 42.29
259979, 545075585, 550038702, -0.02, -0.28, 1.02, -0.06, 0.60, 0.04, 42.29
259980, 545077569, 550040686, -0.36, 0.02, 2.70, 0.08, 0.55, 0.03, 42.30
259981, 545079584, 550042701, -0.35, -0.08, -1.17, 0.06, 0.24, -0.01, 42.30
259982, 545081567, 550044684, -0.02, 0.25, 0.75, 0.25, -0.37, -0.04, 42.29
259983, 545083582, 550046699, 0.36, 0.31, 1.12, 0.27, -0.65, -0.03, 42.30
259984, 545085566, 550048683, 0.43, 0.02, 1.13, 0.03, -0.13, -0.04, 42.30
259985, 545087580, 550050697, 0.39, 0.01, 1.68, -0.12, 0.30, -0.01, 42.32
259986, 545089564, 550052681, -0.06, -0.44, 1.30, -0.07, 0.52, 0.03, 42.35
259987, 545091578, 550054695, -0.40, -0.05, 2.39, 0.08, 0.44, 0.04, 42.30
259988, 545093562, 550056679, -0.34, -0.08, -1.29, 0.11, 0.27, 0.01, 42.32
259989, 545095577, 550058694, 0.00, 0.47, 0.82, 0.34, -0.27, -0.03, 42.34
259990, 545097591, 550060708, 0.31, 0.35, 0.80, 0.23, -0.60, -0.05, 42.36
259991, 545099575, 550062692, 0.54, 0.14, 1.73, -0.06, -0.16, -0.08, 42.34
259992, 545101559, 550064676, 0.35, -0.24, 1.49, -0.17, 0.19, -0.04, 42.30
259993, 545103573, 550066690, -0.02, -0.53, 1.49, 0.01, 0.46, 0.03, 42.30
259994, 545105587, 550068704, -0.52, -0.10, 1.89, 0.15, 0.43, 0.07, 42.30
259995, 545107571, 550070688, -0.23, 0.02, -1.29, 0.15, 0.36, 0.04, 42.31
259996, 545109586, 550072703, -0.06, 0.64, 0.85, 0.32, -0.22, -0.01, 42.26
259997, 545111569, 550074686, 0.42, 0.46, 1.00, 0.19, -0.59, -0.04, 42.30
259998, 545113584, 550076701, 0.54, 0.01, 2.27, -0.09, -0.21, -0.09, 42.30
259999, 545115568, 550078685, 0.35, -0.43, 1.14, -0.19, 0.19, -0.05, 42.31
260000, 545117582, 550080699, -0.09, -0.45, 1.55, 0.08, 0.53, 0.03, 42.33
260001, 545119566, 550082683, -0.59, -0.04, 1.26, 0.18, 0.42, 0.07, 42.34
260002, 545121580, 550084697, -0.16, 0.16, -1.31, 0.23, 0.27, 0.02, 42.28
260003, 545123564, 550086681, -0.09, 0.71, 1.22, 0.26, -0.36, -0.01, 42.32
260004, 545125578, 550088695, 0.62, 0.32, 1.15, 0.14, -0.60, -0.04, 42.31
260005, 545127562, 550090679, 0.37, -0.09, 2.48, -0.11, -0.17, -0.07, 42.34
260006, 545129577, 550092694, 0.24, -0.60, 0.87, -0.17, 0.37, -0.01, 42.25
260007, 545131561, 550094678, -0.28, -0.27, 1.42, 0.10, 0.65, 0.04, 42.30
260008, 545133575, 550096692, -0.53, -0.06, 0.91, 0.19, 0.31, 0.05, 42.33
260009, 545135559, 550098676, 0.02, 0.32, -0.74, 0.27, 0.01, -0.01, 42.36
260010, 545137573, 550100690, 0.01, 0.73, 1.42, 0.21, -0.54, -0.03, 42.34
260011, 545139588, 550102705, 0.74, 0.21, 0.78, 0.13, -0.48, -0.06, 42.36
260012, 545141571, 550104688, 0.18, -0.23, 2.51, -0.12, -0.05, -0.05, 42.33
260013, 545143586, 550106703, 0.28, -0.54, 0.84, -0.14, 0.51, 0.00, 42.33
260014, 545145570, 550108687, -0.53, -0.21, 1.35, 0.08, 0.62, 0.04, 42.33
260015, 545147584, 550110701, -0.42, 0.01, 0.56, 0.23, 0.16, 0.04, 42.36
260016, 545149568, 550112685, -0.05, 0.38, -0.35, 0.29, -0.20, -0.01, 42.35
260017, 545151582, 550114699, 0.15, 0.68, 1.65, 0.16, -0.61, -0.03, 42.35
260018, 545153566, 550116683, 0.83, 0.12, 0.72, 0.10, -0.31, -0.06, 42.34
260019, 545155580, 550118697, 0.11, -0.25, 2.54, -0.14, 0.04, -0.04, 42.33
260020, 545157564, 550120681, 0.20, -0.57, 0.77, -0.13, 0.53, 0.01, 42.32
260021, 545159579, 550122696, -0.63, -0.14, 1.22, 0.05, 0.51, 0.04, 42.31
260022, 545161563, 550124680, -0.32, -0.05, 0.25, 0.29, 0.07, 0.03, 42.34
260023, 545163577, 550126694, -0.05, 0.60, 0.30, 0.33, -0.30, -0.01, 42.34
260024, 545165561, 550128678, 0.29, 0.52, 1.15, 0.14, -0.60, -0.04, 42.32
260025, 545167575, 550130692, 0.71, 0.05, 0.91, 0.03, -0.23, -0.07, 42.29
260026, 545169559, 550132676, 0.19, -0.34, 2.58, -0.17, 0.05, -0.03, 42.31
260027, 545171573, 550134690, 0.07, -0.48, 0.75, -0.09, 0.54, 0.02, 42.30
260028, 545173588, 550136705, -0.71, -0.21, 1.32, 0.05, 0.47, 0.04, 42.32
260029, 545175572, 550138689, -0.21, 0.04, -0.36, 0.37, 0.04, 0.02, 42.33
260030, 545177586, 550140703, -0.03, 0.72, 0.69, 0.31, -0.45, -0.01, 42.33
260031, 545179570, 550142687, 0.60, 0.49, 1.23, 0.12, -0.66, -0.04, 42.33
260032, 545181584, 550144701, 0.57, 0.03, 1.41, -0.02, -0.18, -0.06, 42.30
260033, 545183568, 550146685, 0.15, -0.42, 2.32, -0.17, 0.17, -0.01, 42.27
260034, 545185582, 550148699, -0.16, -0.46, 0.58, -0.05, 0.62, 0.03, 42.23
260035, 545187566, 550150683, -0.76, -0.20, 1.00, 0.06, 0.42, 0.03, 42.30
260036, 545189581, 550152698, -0.15, 0.09, -0.34, 0.39, -0.04, -0.01, 42.34
260037, 545191565, 550154682, 0.07, 0.73, 0.87, 0.29, -0.66, -0.03, 42.34
260038, 545193579, 550156696, 0.83, 0.39, 1.39, 0.14, -0.74, -0.05, 42.33
260039, 545195563, 550158680, 0.47, -0.01, 1.72, -0.09, -0.14, -0.04, 42.32
260040, 545197577, 550160694, 0.24, -0.41, 1.82, -0.17, 0.38, 0.02, 42.36
260041, 545199561, 550162678, -0.41, -0.35, 0.50, -0.01, 0.74, 0.06, 42.30
260042, 545201575, 550164692, -0.74, -0.11, 1.37, 0.12, 0.34, 0.03, 42.30
260043, 545203559, 550166676, -0.12, 0.12, -1.04, 0.34, -0.16, -0.03, 42.31
260044, 545205574, 550168691, 0.09, 0.68, 1.54, 0.22, -0.81, -0.05, 42.35
260045, 545207557, 550170674, 0.90, 0.32, 1.38, 0.17, -0.73, -0.06, 42.30
260046, 545209572, 550172689, 0.38, -0.08, 1.93, -0.12, -0.04, -0.02, 42.29
260047, 545211586, 550174703, 0.16, -0.38, 1.51, -0.16, 0.58, 0.04, 42.30
260048, 545213570, 550176687, -0.54, -0.31, 0.15, -0.01, 0.76, 0.05, 42.32
260049, 545215584, 550178701, -0.63, -0.02, 1.75, 0.19, 0.14, 0.01, 42.34
260050, 545217568, 550180685, -0.03, 0.03, -1.21, 0.30, -0.35, -0.05, 42.34
260051, 545219583, 550182700, 0.32, 0.68, 1.97, 0.21, -0.91, -0.05, 42.31
260052, 545221567, 550184684, 0.83, 0.16, 0.94, 0.19, -0.63, -0.04, 42.30
260053, 545223581, 550186698, 0.32, 0.02, 2.31, -0.12, 0.11, 0.01, 42.33
260054, 545225565, 550188682, 0.03, -0.30, 1.07, -0.16, 0.74, 0.05, 42.35
260055, 545227579, 550190696, -0.53, -0.03, 1.84, 0.24, -0.04, -0.03, 42.38
260056, 545229563, 550192680, 0.06, 0.13, -1.04, 0.25, -0.51, -0.08, 42.34
260057, 545231577, 550194694, 0.37, 0.40, 1.76, 0.22, -0.90, -0.07, 42.33
260058, 545233561, 550196678, 0.86, 0.07, 1.02, 0.19, -0.50, -0.02, 42.37
260059, 545235576, 550198693, 0.33, -0.01, 2.61, -0.15, 0.19, 0.06, 42.33
260060, 545237559, 550200676, -0.03, -0.23, 0.49, -0.16, 0.81, 0.08, 42.33
260061, 545239574, 550202691, -0.62, -0.07, 0.49, -0.02, 0.67, 0.04, 42.27
260062, 545241558, 550204675, -0.48, -0.01, 1.58, 0.31, -0.15, -0.03, 42.31
260063, 545243572, 550206689, 0.02, 0.23, -0.82, 0.19, -0.60, -0.10, 42.33
260064, 545245586, 550208703, 0.44, 0.35, 1.73, 0.19, -0.86, -0.10, 42.32
260065, 545247570, 550210687, 0.80, -0.03, 0.93, 0.12, -0.39, -0.03, 42.28
260066, 545249585, 550212702, 0.31, -0.16, 2.67, -0.17, 0.25, 0.07, 42.29
260067, 545251568, 550214685, -0.12, -0.22, 0.37, -0.15, 0.81, 0.10, 42.33
260068, 545253583, 550216700, -0.56, -0.03, 0.85, 0.01, 0.62, 0.05, 42.33
260069, 545255567, 550218684, -0.34, 0.08, 1.28, 0.37, -0.18, -0.02, 42.36
260070, 545257581, 550220698, 0.05, 0.37, -0.63, 0.18, -0.62, -0.09, 42.34
260071, 545259565, 550222682, 0.42, 0.35, 1.83, 0.19, -0.77, -0.11, 42.34
260072, 545261579, 550224696, 0.83, 0.03, 0.83, 0.03, -0.26, -0.05, 42.33
260073, 545263563, 550226680, 0.09, -0.25, 2.51, -0.19, 0.30, 0.05, 42.32
260074, 545265578, 550228695, -0.14, -0.21, 0.59, -0.13, 0.75, 0.08, 42.35
260075, 545267561, 550230678, -0.53, -0.14, 1.05, 0.04, 0.53, 0.04, 42.33
260076, 545269576, 550232693, -0.28, 0.05, 0.73, 0.35, -0.23, -0.01, 42.32
260077, 545271560, 550234677, 0.16, 0.40, -0.31, 0.18, -0.63, -0.05, 42.28
260078, 545273574, 550236691, 0.46, 0.29, 1.94, 0.21, -0.66, -0.06, 42.30
260079, 545275558, 550238675, 0.79, 0.14, 0.88, -0.05, -0.05, -0.00, 42.36
260080, 545277572, 550240689, 0.04, -0.14, 2.12, -0.17, 0.45, 0.07, 42.32
260081, 545279587, 550242704, -0.15, -0.22, 0.67, -0.10, 0.73, 0.05, 42.31
260082, 545281570, 550244687, -0.50, -0.21, 1.27, 0.02, 0.41, -0.00, 42.33
260083, 545283585, 550246702, -0.17, 0.02, 0.70, 0.29, -0.29, -0.04, 42.35
260084, 545285569, 550248686, 0.23, 0.17, -0.44, 0.19, -0.63, -0.07, 42.33
260085, 545287583, 550250700, 0.52, 0.30, 2.34, 0.24, -0.57, -0.04, 42.31
260086, 545289567, 550252684, 0.67, 0.21, 0.54, -0.09, 0.11, 0.04, 42.30
260087, 545291581, 550254698, -0.10, -0.10, 1.70, -0.13, 0.56, 0.10, 42.33
260088, 545293565, 550256682, -0.18, -0.08, 1.05, -0.06, 0.67, 0.06, 42.34
260089, 545295580, 550258697, -0.49, -0.18, 1.14, 0.00, 0.29, 0.00, 42.30
260090, 545297563, 550260680, -0.09, 0.01, 0.65, 0.27, -0.34, -0.05, 42.23
260091, 545299578, 550262695, 0.31, 0.06, -0.16, 0.20, -0.58, -0.08, 42.29
260092, 545301562, 550264679, 0.59, 0.29, 2.51, 0.20, -0.43, -0.03, 42.35
260093, 545303576, 550266693, 0.43, 0.18, 0.29, -0.15, 0.26, 0.05, 42.33
260094, 545305560, 550268677, -0.11, -0.08, 1.54, -0.09, 0.68, 0.09, 42.29
260095, 545307574, 550270691, -0.27, -0.09, 1.14, -0.03, 0.62, 0.05, 42.31
260096, 545309558, 550272675, -0.51, -0.18, 1.20, 0.00, 0.17, -0.02, 42.31
260097, 545311572, 550274689, 0.04, -0.01, 0.61, 0.27, -0.41, -0.08, 42.30
260098, 545313587, 550276704, 0.40, 0.11, 0.15, 0.21, -0.54, -0.09, 42.29
260099, 545315571, 550278688, 0.56, 0.35, 2.21, 0.18, -0.34, -0.00, 42.35
260100, 545317585, 550280702, 0.27, 0.31, 0.28, -0.16, 0.35, 0.08, 42.33
260101, 545319569, 550282686, -0.20, -0.17, 1.69, -0.09, 0.79, 0.10, 42.35
260102, 545321583, 550284700, -0.19, -0.04, 0.94, -0.07, 0.62, 0.05, 42.35
260103, 545323567, 550286684, -0.46, -0.33, 1.28, 0.00, 0.06, -0.03, 42.30
260104, 545325582, 550288699, 0.02, -0.20, 0.55, 0.27, -0.50, -0.08, 42.33
260105, 545327565, 550290682, 0.60, 0.26, 0.95, 0.25, -0.52, -0.08, 42.36
260106, 545329580, 550292697, 0.52, 0.38, 1.34, 0.16, -0.23, 0.01, 42.30
260107, 545331564, 550294681, 0.29, 0.44, 0.49, -0.11, 0.42, 0.09, 42.33
260108, 545333578, 550296695, -0.29, -0.10, 1.80, -0.09, 0.82, 0.08, 42.34
260109, 545335562, 550298679, -0.25, -0.07, 0.27, -0.11, 0.61, 0.02, 42.33
260110, 545337576, 550300693, -0.52, -0.46, 1.69, 0.02, -0.01, -0.04, 42.34
260111, 545339560, 550302677, 0.16, -0.36, 0.61, 0.24, -0.52, -0.08, 42.34
260112, 545341574, 550304691, 0.53, 0.14, 1.23, 0.25, -0.47, -0.06, 42.31
260113, 545343558, 550306675, 0.46, 0.39, 0.85, 0.15, -0.16, 0.04, 42.37
260114, 545345573, 550308690, 0.39, 0.51, 0.66, -0.02, 0.42, 0.11, 42.33
260115, 545347587, 550310704, -0.40, -0.04, 1.77, -0.09, 0.80, 0.08, 42.32
260116, 545349571, 550312688, -0.23, -0.02, 0.18, -0.16, 0.63, -0.01, 42.31
260117, 545351585, 550314702, -0.57, -0.44, 1.95, 0.06, -0.10, -0.07, 42.32
260118, 545353569, 550316686, 0.30, -0.39, 0.61, 0.28, -0.60, -0.11, 42.31
260119, 545355583, 550318700, 0.44, 0.19, 1.35, 0.24, -0.48, -0.05, 42.33
260120, 545357567, 550320684, 0.45, 0.43, 0.60, 0.12, -0.08, 0.07, 42.32
260121, 545359582, 550322699, 0.29, 0.44, 0.35, 0.02, 0.49, 0.13, 42.36
260122, 545361596, 550324713, -0.47, 0.08, 2.10, -0.09, 0.78, 0.08, 42.31
260123, 545363580, 550326697, -0.19, -0.11, 0.09, -0.20, 0.59, -0.04, 42.31
260124, 545365564, 550328681, -0.45, -0.52, 1.84, 0.12, -0.22, -0.09, 42.37
260125, 545367578, 550330695, 0.38, -0.46, 1.04, 0.30, -0.70, -0.10, 42.36
260126, 545369562, 550332679, 0.38, 0.26, 1.30, 0.23, -0.46, -0.02, 42.34
